symbol,symbol_era_id,historical_identity_status,historical_issuer_name,historical_event_type,historical_event_date,historical_successor,source_url,source_note
VIRI,VIRI#001,manual_verified_historical_identity,"Virios Therapeutics, Inc.",trading_commencement_or_symbol_lifecycle_lead,2020-12-17,,https://www.sec.gov/Archives/edgar/data/1818844/000155837021003366/tmb-20201231x10k.htm,SEC lifecycle first-anchor triage medium_confidence_lead score=85; review_form; inside_symbol_era; symbol_token_in_entity. Lifecycle follow-up evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=0
AINC,AINC#007,manual_verified_historical_identity,Ashford Inc.,going_private_lead,2024-07-29,,https://www.sec.gov/Archives/edgar/data/1604738/000160473824000068/ainc-20240630.htm,SEC lifecycle last-anchor triage medium_confidence_lead score=100; deal_form; inside_symbol_era; no_entity_match. Lifecycle follow-up evidence: flags=first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=-3
CALT,CALT#001,manual_verified_historical_identity,Calliditas Therapeutics AB,trading_commencement_or_symbol_lifecycle_lead,2020-06-04,,https://www.sec.gov/Archives/edgar/data/1795579/000110465920070680/tm2019773-4_424b4.htm,SEC lifecycle first-anchor triage medium_confidence_lead score=85; review_form; inside_symbol_era; symbol_token_in_entity. Lifecycle follow-up evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=1
CASK,CASK#001,manual_verified_historical_identity,"Heritage Distilling Holding Company, Inc.",trading_commencement_or_symbol_lifecycle_lead,2024-11-25,,https://www.sec.gov/Archives/edgar/data/1788230/000121390025006695/ea0228141-s1_heritage.htm,SEC lifecycle first-anchor triage medium_confidence_lead score=85; review_form; inside_symbol_era; symbol_token_in_entity. Lifecycle follow-up evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=-3
CHRA,CHRA#001,manual_verified_historical_identity,"Charah Solutions, Inc.",operating_lifecycle_terminal_lead,2023-04-03,,https://www.sec.gov/Archives/edgar/data/1730346/000114036123033056/brhc20055484_8k.htm,SEC lifecycle last-anchor triage manual_review_lead score=65; review_form; inside_symbol_era; no_entity_match. Lifecycle follow-up evidence: flags=first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=0
CMRA,CMRA#001,manual_verified_historical_identity,"Comera Life Sciences Holdings, Inc.",trading_commencement_or_symbol_lifecycle_lead,2022-05-20,,https://www.sec.gov/Archives/edgar/data/1907685/000119312522159833/d360099d8k.htm,SEC lifecycle first-anchor triage high_confidence_lead score=118; deal_form; inside_symbol_era; symbol_token_in_entity. Lifecycle follow-up evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=0
CVII,CVII#001,manual_verified_historical_identity,Churchill Capital Corp VII,operating_lifecycle_terminal_lead,2024-08-16,,https://www.sec.gov/Archives/edgar/data/1828248/000110465924090907/tm2422024d1_8k.htm,SEC lifecycle last-anchor triage medium_confidence_lead score=93; deal_form; inside_symbol_era; no_entity_match. Lifecycle follow-up evidence: flags=issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=3
EXXI,EXXI#001,manual_verified_historical_identity,STONE ENERGY CORP,operating_lifecycle_terminal_lead,2018-03-31,,https://www.sec.gov/Archives/edgar/data/904080/000087666118000492/xslF25X02/primary_doc.xml,SEC lifecycle last-anchor triage medium_confidence_lead score=93; deal_form; inside_symbol_era; no_entity_match. Lifecycle follow-up evidence: flags=issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=-11
EZFL,EZFL#001,manual_verified_historical_identity,EzFill Holdings Inc,trading_commencement_or_symbol_lifecycle_lead,2021-08-12,,https://www.sec.gov/Archives/edgar/data/1817004/000149315221020308/forms-1a.htm,SEC lifecycle first-anchor triage medium_confidence_lead score=85; review_form; inside_symbol_era; symbol_token_in_entity. Lifecycle follow-up evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=-2
GVP,GVP#002,manual_verified_historical_identity,GSE SYSTEMS INC,operating_lifecycle_terminal_lead,2024-11-01,,https://www.sec.gov/Archives/edgar/data/944480/000114036124044889/ef20038021_8k.htm,SEC lifecycle last-anchor triage high_confidence_lead score=110; deal_form; inside_symbol_era; symbol_token_in_entity. Lifecycle follow-up evidence: flags=direct_ticker_evidence+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=0
LFIN,LFIN#001,manual_verified_historical_identity,Longfin Corp,operating_lifecycle_terminal_lead,2018-05-14,,https://www.sec.gov/Archives/edgar/data/1699683/000149315218007500/form10-q.htm,SEC lifecycle last-anchor triage manual_review_lead score=64; review_form; inside_symbol_era; no_entity_match. Lifecycle follow-up evidence: flags=issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=9
LUMO,LUMO#001,manual_verified_historical_identity,NEWLINK GENETICS CORP,trading_commencement_or_symbol_lifecycle_lead,2020-03-18,,https://www.sec.gov/Archives/edgar/data/1126234/000114036120006205/form8k.htm,SEC lifecycle first-anchor triage high_confidence_lead score=110; deal_form; inside_symbol_era; symbol_token_in_entity. Lifecycle follow-up evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=1
MHUA,MHUA#001,manual_verified_historical_identity,"Meihua International Medical Technologies Co., Ltd.",operating_lifecycle_terminal_lead,2025-12-02,,https://www.sec.gov/Archives/edgar/data/1835615/000121390026022303/ea0279439-6k_meihua.htm,SEC lifecycle last-anchor triage medium_confidence_lead score=85; review_form; inside_symbol_era; symbol_token_in_entity. Lifecycle follow-up evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=6
MICS,MICS#001,manual_verified_historical_identity,SINGING MACHINE CO INC,trading_commencement_or_symbol_lifecycle_lead,2022-05-24,,https://www.sec.gov/Archives/edgar/data/923601/000149315222015063/form424b4.htm,SEC lifecycle first-anchor triage medium_confidence_lead score=85; review_form; inside_symbol_era; symbol_token_in_entity. Lifecycle follow-up evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=0
MVLA,MVLA#001,manual_verified_historical_identity,Pathfinder Acquisition Corp,trading_commencement_or_symbol_lifecycle_lead,2023-02-10,,https://www.sec.gov/Archives/edgar/data/1839132/000119312523035948/d642454d8k.htm,SEC lifecycle first-anchor triage high_confidence_lead score=119; deal_form; inside_symbol_era; symbol_token_in_entity. Lifecycle follow-up evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=3
NSH,NSH#001,manual_verified_historical_identity,NuStar Energy L.P.,operating_lifecycle_terminal_lead,2018-07-20,,https://www.sec.gov/Archives/edgar/data/1110805/000111080518000053/a20180723nsform8-k.htm,SEC lifecycle last-anchor triage medium_confidence_lead score=100; deal_form; inside_symbol_era; no_entity_match. Lifecycle follow-up evidence: flags=issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=0
NTGN,NTGN#001,manual_verified_historical_identity,"Neon Therapeutics, Inc.",operating_lifecycle_terminal_lead,2020-05-06,,https://www.sec.gov/Archives/edgar/data/1694187/000169418720000050/ntgn-20200506x8k.htm,SEC lifecycle last-anchor triage high_confidence_lead score=112; deal_form; inside_symbol_era; query_alias_in_entity. Lifecycle follow-up evidence: flags=issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=0
STAB,STAB#001,manual_verified_historical_identity,"Cytocom, Inc.",trading_commencement_or_symbol_lifecycle_lead,2021-09-01,,https://www.sec.gov/Archives/edgar/data/1318641/000143774921021284/cbli20210830_8k.htm,SEC lifecycle first-anchor triage medium_confidence_lead score=85; review_form; inside_symbol_era; symbol_token_in_entity. Lifecycle follow-up evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=0
TNTR,TNTR#001,manual_verified_historical_identity,"Tintri, Inc.",operating_lifecycle_terminal_lead,2018-07-12,,https://www.sec.gov/Archives/edgar/data/1554875/000119312518215263/d904711d8k.htm,SEC lifecycle last-anchor triage manual_review_lead score=65; review_form; inside_symbol_era; no_entity_match. Lifecycle follow-up evidence: flags=issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=-1
DPSI,DPSI#001,manual_verified_historical_identity,"DecisionPoint Systems, Inc.",operating_lifecycle_terminal_lead,2024-06-21,,https://www.sec.gov/Archives/edgar/data/1505611/000121390024054837/ea0208253-8k_decision.htm,SEC lifecycle last-anchor triage medium_confidence_lead score=91; deal_form; inside_symbol_era; no_entity_match. Lifecycle follow-up evidence: flags=issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=14
FRTX,FRTX#001,manual_verified_historical_identity,"Brickell Biotech, Inc.",trading_commencement_or_symbol_lifecycle_lead,2022-09-08,,https://www.sec.gov/Archives/edgar/data/819050/000081905022000154/frtx-20220906.htm,SEC lifecycle first-anchor triage medium_confidence_lead score=85; review_form; inside_symbol_era; symbol_token_in_entity. Lifecycle follow-up evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=0
LMST,LMST#001,manual_verified_historical_identity,"LIMESTONE BANCORP, INC.",operating_lifecycle_terminal_lead,2023-05-01,,https://www.sec.gov/Archives/edgar/data/1358356/000115752323000649/a53389802.htm,SEC lifecycle last-anchor triage medium_confidence_lead score=99; deal_form; inside_symbol_era; no_entity_match. Lifecycle follow-up evidence: flags=first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=0
MMAC,MMAC#006,manual_verified_historical_identity,"MMA Capital Holdings, Inc.",operating_lifecycle_terminal_lead,2021-08-13,,https://www.sec.gov/Archives/edgar/data/1003201/000110465921104715/tm2125050d1_8k.htm,SEC lifecycle last-anchor triage medium_confidence_lead score=99; deal_form; inside_symbol_era; no_entity_match. Lifecycle follow-up evidence: flags=issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=-1
OCSI,OCSI#001,manual_verified_historical_identity,Oaktree Strategic Income Corp,operating_lifecycle_terminal_lead,2021-03-19,,https://www.sec.gov/Archives/edgar/data/1577791/000119312521086898/d345330d8k.htm,SEC lifecycle last-anchor triage medium_confidence_lead score=97; deal_form; inside_symbol_era; no_entity_match. Lifecycle follow-up evidence: flags=direct_ticker_evidence+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=0
OSIR,OSIR#002,manual_verified_historical_identity,"OSIRIS THERAPEUTICS, INC.",operating_lifecycle_terminal_lead,2019-04-17,,https://www.sec.gov/Archives/edgar/data/1360886/000110465919021839/a19-8251_28k.htm,SEC lifecycle last-anchor triage medium_confidence_lead score=80; review_form; inside_symbol_era; query_alias_in_entity. Lifecycle follow-up evidence: flags=issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=0
SCPX,SCPX#002,manual_verified_historical_identity,"Scorpius Holdings, Inc.",operating_lifecycle_terminal_lead,2025-04-21,,https://www.sec.gov/Archives/edgar/data/1476963/000107997325000738/scpx_8k.htm,SEC lifecycle last-anchor triage medium_confidence_lead score=84; review_form; inside_symbol_era; symbol_token_in_entity. Lifecycle follow-up evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=0
SING,SING#001,manual_verified_historical_identity,SinglePoint Inc.,trading_commencement_or_symbol_lifecycle_lead,2023-12-14,,https://www.sec.gov/Archives/edgar/data/1443611/000147793223009209/sing_424b4.htm,SEC lifecycle first-anchor triage medium_confidence_lead score=84; review_form; inside_symbol_era; symbol_token_in_entity. Lifecycle follow-up evidence: flags=direct_ticker_evidence+first_day_lifecycle_language+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor; days_lifecycle_text_to_anchor=1
THCA,THCA#001,manual_verified_historical_identity,Tuscan Holdings Corp. II,operating_lifecycle_terminal_lead,2022-11-21,,https://www.sec.gov/Archives/edgar/data/1773087/000121390022074028/ea169053-8k_tuscan2.htm,SEC lifecycle last-anchor triage medium_confidence_lead score=98; deal_form; inside_symbol_era; no_entity_match. Lifecycle follow-up evidence: flags=issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=-3
YECO,YECO#006,manual_verified_historical_identity,Yulong Eco-Materials Ltd,operating_lifecycle_terminal_lead,2018-12-13,,https://www.sec.gov/Archives/edgar/data/1607741/000121390018017325/f6k121318_yulongecomaterials.htm,SEC lifecycle last-anchor triage manual_review_lead score=65; review_form; inside_symbol_era; no_entity_match. Lifecycle follow-up evidence: flags=issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=0
EVOL,EVOL#001,manual_verified_historical_identity,EVOLVING SYSTEMS INC,operating_lifecycle_terminal_lead,2022-04-13,,https://www.sec.gov/Archives/edgar/data/1052054/000110465922059579/symb-20220331x10q.htm,SEC lifecycle last-anchor triage high_confidence_lead score=119; deal_form; inside_symbol_era; symbol_token_in_entity. Lifecycle follow-up evidence: flags=direct_ticker_evidence+issuer_name_match+lifecycle_date_extracted+lifecycle_date_near_anchor+terminal_language; days_lifecycle_text_to_anchor=9
